Name,Extension,Date accessed,Date modified,Date created,Folder Path,Original PDF File Name,Franchise Legal Name,FDD Year,Subfolder Old Name,Cleaned Legal Name,New Item PDF File Name,New PDF File Name,New Subfolder Name
Presotea_(USA)_Co_Ltd_Presotea_2023_Items1-23.pdf,.pdf,9/1/2024 22:14,8/29/2024 21:34,8/29/2024 21:34,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Presotea_(USA)_Co_Ltd_Presotea_2023.pdf,"Presotea (USA) Co., Ltd.",2023,Presotea_2023,"PRESOTEA (USA) CO., LTD.","PRESOTEA (USA) CO., LTD._2023_Items1-23.pdf","PRESOTEA (USA) CO., LTD._2023.pdf","PRESOTEA (USA) CO., LTD._2023"
PrideStaff_Inc_PrideStaff®_and_PrideStaff_Financial®_2024_Items1-23.pdf,.pdf,9/1/2024 22:16,8/29/2024 21:34,8/29/2024 21:34,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PrideStaff_Inc_PrideStaff®_and_PrideStaff_Financial®_2024.pdf,"PrideStaff, Inc.",2024,PrideStaff_2024,"PRIDESTAFF, INC.","PRIDESTAFF, INC._2024_Items1-23.pdf","PRIDESTAFF, INC._2024.pdf","PRIDESTAFF, INC._2024"
Prime_Car_Wash_Franchising_LLC_Prime_Car_Wash_2024_Items1-23.pdf,.pdf,9/1/2024 22:18,8/29/2024 21:34,8/29/2024 21:34,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Prime_Car_Wash_Franchising_LLC_Prime_Car_Wash_2024.pdf,Prime Car Wash Franchising LLC,2024,0,PRIME CAR WASH FRANCHISING LLC,PRIME CAR WASH FRANCHISING LLC_2024_Items1-23.pdf,PRIME CAR WASH FRANCHISING LLC_2024.pdf,PRIME CAR WASH FRANCHISING LLC_2024
Prime_I_V_Hydration_&_Wellness_Inc_Prime_IV_Hydration_(Area_Representative)_2024_Items1-23.pdf,.pdf,9/1/2024 22:21,8/29/2024 21:34,8/29/2024 21:34,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Prime_I_V_Hydration_&_Wellness_Inc_Prime_IV_Hydration_(Area_Representative)_2024.pdf,"Prime I.V. Hydration & Wellness, Inc.",2024,0,"PRIME I.V. HYDRATION & WELLNESS, INC.","PRIME I.V. HYDRATION & WELLNESS, INC._2024_Items1-23.pdf","PRIME I.V. HYDRATION & WELLNESS, INC._2024.pdf","PRIME I.V. HYDRATION & WELLNESS, INC._2024"
PrimoHoagies_Franchising_Inc_PrimoHoagies_2024_Items1-23.pdf,.pdf,9/1/2024 22:22,8/29/2024 21:34,8/29/2024 21:34,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PrimoHoagies_Franchising_Inc_PrimoHoagies_2024.pdf,"PrimoHoagies Franchising, Inc.",2024,PrimoHoagies_2024,"PRIMOHOAGIES FRANCHISING, INC.","PRIMOHOAGIES FRANCHISING, INC._2024_Items1-23.pdf","PRIMOHOAGIES FRANCHISING, INC._2024.pdf","PRIMOHOAGIES FRANCHISING, INC._2024"
PRIMROSE_SCHOOL_FRANCHISING_SPE_LLC_PRIMROSE_SCHOOLS_2024_Items1-23.pdf,.pdf,9/1/2024 22:25,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PRIMROSE_SCHOOL_FRANCHISING_SPE_LLC_PRIMROSE_SCHOOLS_2024.pdf,"PRIMROSE SCHOOL FRANCHISING SPE, LLC",2024,PRIMROSE_2024,"PRIMROSE SCHOOL FRANCHISING SPE, LLC","PRIMROSE SCHOOL FRANCHISING SPE, LLC_2024_Items1-23.pdf","PRIMROSE SCHOOL FRANCHISING SPE, LLC_2024.pdf","PRIMROSE SCHOOL FRANCHISING SPE, LLC_2024"
Pritikin_ICR_LLC_Pritikin_ICR_LLC_Pritikin_Pritikin_ICR_2024_Items1-23.pdf,.pdf,9/1/2024 22:43,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pritikin_ICR_LLC_Pritikin_ICR_LLC_Pritikin_Pritikin_ICR_2024.pdf,Pritikin ICR LLC,2024,Pritikin_2024,PRITIKIN ICR LLC,PRITIKIN ICR LLC_2024_Items1-23.pdf,PRITIKIN ICR LLC_2024.pdf,PRITIKIN ICR LLC_2024
Pro-Lift_Doors_Franchise_LLC_Pro_Lift_Garage_Doors_2024_Items1-23.pdf,.pdf,9/1/2024 22:45,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pro-Lift_Doors_Franchise_LLC_Pro_Lift_Garage_Doors_2024.pdf,"Pro-Lift Doors Franchise, LLC",2024,Pro-Lift_2024,"PRO-LIFT DOORS FRANCHISE, LLC","PRO-LIFT DOORS FRANCHISE, LLC_2024_Items1-23.pdf","PRO-LIFT DOORS FRANCHISE, LLC_2024.pdf","PRO-LIFT DOORS FRANCHISE, LLC_2024"
ProColor_Collision_USA_LLC_ProColor_Collision_2024_Items1-23.pdf,.pdf,9/1/2024 22:47,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,ProColor_Collision_USA_LLC_ProColor_Collision_2024.pdf,ProColor Collision USA LLC,2024,ProColor_2024,PROCOLOR COLLISION USA LLC,PROCOLOR COLLISION USA LLC_2024_Items1-23.pdf,PROCOLOR COLLISION USA LLC_2024.pdf,PROCOLOR COLLISION USA LLC_2024
Property_Management_Incorporated_Franchise_Property_Management_Incorporated_Franchise_2024_Items1-23.pdf,.pdf,9/1/2024 22:49,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Property_Management_Incorporated_Franchise_Property_Management_Incorporated_Franchise_2024.pdf,Property Management Incorporated Franchise,2024,Property_2024,PROPERTY MANAGEMENT INCORPORATED FRANCHISE,PROPERTY MANAGEMENT INCORPORATED FRANCHISE_2024_Items1-23.pdf,PROPERTY MANAGEMENT INCORPORATED FRANCHISE_2024.pdf,PROPERTY MANAGEMENT INCORPORATED FRANCHISE_2024
Protein_Bar_and_Kitchen_Franchising_LLC_Protein_Bar_and_Kitchen_2024_Items1-23.pdf,.pdf,9/1/2024 22:58,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Protein_Bar_and_Kitchen_Franchising_LLC_Protein_Bar_and_Kitchen_2024.pdf,"Protein Bar and Kitchen Franchising, LLC",2024,Protein_2024,"PROTEIN BAR AND KITCHEN FRANCHISING, LLC","PROTEIN BAR AND KITCHEN FRANCHISING, LLC_2024_Items1-23.pdf","PROTEIN BAR AND KITCHEN FRANCHISING, LLC_2024.pdf","PROTEIN BAR AND KITCHEN FRANCHISING, LLC_2024"
Pro_Image_Franchise_LC_Pro_Image_Sports_2024_Items1-23.pdf,.pdf,9/1/2024 23:01,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pro_Image_Franchise_LC_Pro_Image_Sports_2024.pdf,"Pro Image Franchise, LC",2024,0,"PRO IMAGE FRANCHISE, LC","PRO IMAGE FRANCHISE, LC_2024_Items1-23.pdf","PRO IMAGE FRANCHISE, LC_2024.pdf","PRO IMAGE FRANCHISE, LC_2024"
Pro_One_Janitorial_Inc_Pro_One_Janitorial_2024_Items1-23.pdf,.pdf,9/1/2024 23:03,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pro_One_Janitorial_Inc_Pro_One_Janitorial_2024.pdf,"Pro One Janitorial, Inc.",2024,0,"PRO ONE JANITORIAL, INC.","PRO ONE JANITORIAL, INC._2024_Items1-23.pdf","PRO ONE JANITORIAL, INC._2024.pdf","PRO ONE JANITORIAL, INC._2024"
PSM_Worldwide_LLC_Play_Street_Museum_2023_Items1-23.pdf,.pdf,9/1/2024 23:04,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PSM_Worldwide_LLC_Play_Street_Museum_2023.pdf,"PSM Worldwide, LLC",2023,PSM_2023,"PSM WORLDWIDE, LLC","PSM WORLDWIDE, LLC_2023_Items1-23.pdf","PSM WORLDWIDE, LLC_2023.pdf","PSM WORLDWIDE, LLC_2023"
PSP_Franchising_LLC_Pet_Supplies_Plus_2024_Items1-23.pdf,.pdf,9/1/2024 23:06,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PSP_Franchising_LLC_Pet_Supplies_Plus_2024.pdf,"PSP Franchising, LLC",2024,PSP_2024,"PSP FRANCHISING, LLC","PSP FRANCHISING, LLC_2024_Items1-23.pdf","PSP FRANCHISING, LLC_2024.pdf","PSP FRANCHISING, LLC_2024"
Pump_It_Up_Holdings_LLC_Pump_It_Up_2024_Items1-23.pdf,.pdf,9/1/2024 23:10,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pump_It_Up_Holdings_LLC_Pump_It_Up_2024.pdf,"Pump It Up Holdings, LLC",2024,Pump_2024,"PUMP IT UP HOLDINGS, LLC","PUMP IT UP HOLDINGS, LLC_2024_Items1-23.pdf","PUMP IT UP HOLDINGS, LLC_2024.pdf","PUMP IT UP HOLDINGS, LLC_2024"
PURALIMA_Franchising_LLC_PURALIMA_Cantina_2024_Items1-23.pdf,.pdf,9/1/2024 23:12,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PURALIMA_Franchising_LLC_PURALIMA_Cantina_2024.pdf,PURALIMA Franchising LLC,2024,PURALIMA_2024,PURALIMA FRANCHISING LLC,PURALIMA FRANCHISING LLC_2024_Items1-23.pdf,PURALIMA FRANCHISING LLC_2024.pdf,PURALIMA FRANCHISING LLC_2024
PureFitness_Franchising_LLC_Pure_Fitness_2024_Items1-23.pdf,.pdf,9/1/2024 23:15,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PureFitness_Franchising_LLC_Pure_Fitness_2024.pdf,PureFitness Franchising LLC,2024,PureFitness_2024,PUREFITNESS FRANCHISING LLC,PUREFITNESS FRANCHISING LLC_2024_Items1-23.pdf,PUREFITNESS FRANCHISING LLC_2024.pdf,PUREFITNESS FRANCHISING LLC_2024
Pure_Green_Franchise_Corp_Pure_Green_2024_Items1-23.pdf,.pdf,9/1/2024 23:17,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pure_Green_Franchise_Corp_Pure_Green_2024.pdf,Pure Green Franchise Corp,2024,0,PURE GREEN FRANCHISE CORP,PURE GREEN FRANCHISE CORP_2024_Items1-23.pdf,PURE GREEN FRANCHISE CORP_2024.pdf,PURE GREEN FRANCHISE CORP_2024
PURE_SWEAT_STUDIOS_LLC_Pure_Sweat_Sauna_Studio_and_Pure_Sweat_+_Float_Studio_2024_Items1-23.pdf,.pdf,9/1/2024 23:25,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PURE_SWEAT_STUDIOS_LLC_Pure_Sweat_Sauna_Studio_and_Pure_Sweat_+_Float_Studio_2024.pdf,PURE SWEAT STUDIOS LLC,2024,0,PURE SWEAT STUDIOS LLC,PURE SWEAT STUDIOS LLC_2024_Items1-23.pdf,PURE SWEAT STUDIOS LLC_2024.pdf,PURE SWEAT STUDIOS LLC_2024
PuroSystems_LLC_PuroClean_2024_Items1-23.pdf,.pdf,9/1/2024 23:27,8/29/2024 21:35,8/29/2024 21:35,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,PuroSystems_LLC_PuroClean_2024.pdf,"PuroSystems, LLC",2024,PuroSystems_2024,"PUROSYSTEMS, LLC","PUROSYSTEMS, LLC_2024_Items1-23.pdf","PUROSYSTEMS, LLC_2024.pdf","PUROSYSTEMS, LLC_2024"
Pvolve_Development_LLC_Pvolve_2024_Items1-23.pdf,.pdf,9/1/2024 23:30,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Pvolve_Development_LLC_Pvolve_2024.pdf,"Pvolve Development, LLC",2024,Pvolve_2024,"PVOLVE DEVELOPMENT, LLC","PVOLVE DEVELOPMENT, LLC_2024_Items1-23.pdf","PVOLVE DEVELOPMENT, LLC_2024.pdf","PVOLVE DEVELOPMENT, LLC_2024"
Qamaria_Yemeni_Coffee_Franchise_LLC_Qamaria_Yemeni_Coffee_Co_2024_Items1-23.pdf,.pdf,9/1/2024 23:32,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Qamaria_Yemeni_Coffee_Franchise_LLC_Qamaria_Yemeni_Coffee_Co_2024.pdf,Qamaria Yemeni Coffee Franchise LLC,2024,Qamaria_2024,QAMARIA YEMENI COFFEE FRANCHISE LLC,QAMARIA YEMENI COFFEE FRANCHISE LLC_2024_Items1-23.pdf,QAMARIA YEMENI COFFEE FRANCHISE LLC_2024.pdf,QAMARIA YEMENI COFFEE FRANCHISE LLC_2024
Qargo_Coffee_Inc_Qargo_Coffee_2024_Items1-23.pdf,.pdf,9/1/2024 23:34,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Qargo_Coffee_Inc_Qargo_Coffee_2024.pdf,"Qargo Coffee, Inc.",2024,Qargo_2024,"QARGO COFFEE, INC.","QARGO COFFEE, INC._2024_Items1-23.pdf","QARGO COFFEE, INC._2024.pdf","QARGO COFFEE, INC._2024"
QC_Franchise_Group_LLC_QC_Kinetix_2024_Items1-23.pdf,.pdf,9/1/2024 23:36,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,QC_Franchise_Group_LLC_QC_Kinetix_2024.pdf,QC Franchise Group LLC,2024,QC_2024,QC FRANCHISE GROUP LLC,QC FRANCHISE GROUP LLC_2024_Items1-23.pdf,QC FRANCHISE GROUP LLC_2024.pdf,QC FRANCHISE GROUP LLC_2024
Qdoba_Franchisor_LLC_Qdoba_Qdoba_Mexican_Eats_Qdoba_Mexican_Grill_2023_Items1-23.pdf,.pdf,9/1/2024 23:39,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Qdoba_Franchisor_LLC_Qdoba_Qdoba_Mexican_Eats_Qdoba_Mexican_Grill_2023.pdf,Qdoba Franchisor LLC,2023,Qdoba_2023,QDOBA FRANCHISOR LLC,QDOBA FRANCHISOR LLC_2023_Items1-23.pdf,QDOBA FRANCHISOR LLC_2023.pdf,QDOBA FRANCHISOR LLC_2023
Quad_Queens_LLC_Randy's_Donuts_2024_Items1-23.pdf,.pdf,9/1/2024 23:42,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Quad_Queens_LLC_Randy's_Donuts_2024.pdf,Quad Queens LLC,2024,Quad_2024,QUAD QUEENS LLC,QUAD QUEENS LLC_2024_Items1-23.pdf,QUAD QUEENS LLC_2024.pdf,QUAD QUEENS LLC_2024
Qualicare_of_America_Inc_Qualicare_2023_Items1-23.pdf,.pdf,9/1/2024 23:46,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Qualicare_of_America_Inc_Qualicare_2023.pdf,"Qualicare of America, Inc.",2023,Qualicare_2023,"QUALICARE OF AMERICA, INC.","QUALICARE OF AMERICA, INC._2023_Items1-23.pdf","QUALICARE OF AMERICA, INC._2023.pdf","QUALICARE OF AMERICA, INC._2023"
Quality_Is_Our_Recipe_LLC_Wendy's_or_Wendy's_Old_Fashioned_Hamburgers_Restau_2024_Items1-23.pdf,.pdf,9/1/2024 23:53,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Quality_Is_Our_Recipe_LLC_Wendy's_or_Wendy's_Old_Fashioned_Hamburgers_Restau_2024.pdf,"Quality Is Our Recipe, LLC",2024,0,"QUALITY IS OUR RECIPE, LLC","QUALITY IS OUR RECIPE, LLC_2024_Items1-23.pdf","QUALITY IS OUR RECIPE, LLC_2024.pdf","QUALITY IS OUR RECIPE, LLC_2024"
QUALITY_STAFFING_GROUP_INC_QM_STAFFING_GROUP_2024_Items1-23.pdf,.pdf,9/2/2024 0:27,8/29/2024 21:36,8/29/2024 21:36,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,QUALITY_STAFFING_GROUP_INC_QM_STAFFING_GROUP_2024.pdf,"QUALITY STAFFING GROUP, INC",2024,0,"QUALITY STAFFING GROUP, INC","QUALITY STAFFING GROUP, INC_2024_Items1-23.pdf","QUALITY STAFFING GROUP, INC_2024.pdf","QUALITY STAFFING GROUP, INC_2024"
Quiz_Holdings_LLC_Quiznos_2024_Items1-23.pdf,.pdf,9/2/2024 0:29,8/29/2024 21:37,8/29/2024 21:37,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Quiz_Holdings_LLC_Quiznos_2024.pdf,"Quiz Holdings, LLC",2024,Quiz_2024,"QUIZ HOLDINGS, LLC","QUIZ HOLDINGS, LLC_2024_Items1-23.pdf","QUIZ HOLDINGS, LLC_2024.pdf","QUIZ HOLDINGS, LLC_2024"
Radiant_Waxing_Franchise_LLC_Radiant_Waxing_2024_Items1-23.pdf,.pdf,9/2/2024 0:39,8/29/2024 21:37,8/29/2024 21:37,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Radiant_Waxing_Franchise_LLC_Radiant_Waxing_2024.pdf,"Radiant Waxing Franchise, LLC",2024,Radiant_2024,"RADIANT WAXING FRANCHISE, LLC","RADIANT WAXING FRANCHISE, LLC_2024_Items1-23.pdf","RADIANT WAXING FRANCHISE, LLC_2024.pdf","RADIANT WAXING FRANCHISE, LLC_2024"
Rainbow_International_SPV_LLC_Rainbow_Restoration_2024_Items1-23.pdf,.pdf,9/2/2024 0:42,8/29/2024 21:37,8/29/2024 21:37,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Rainbow_International_SPV_LLC_Rainbow_Restoration_2024.pdf,Rainbow International SPV LLC,2024,Rainbow_2024,RAINBOW INTERNATIONAL SPV LLC,RAINBOW INTERNATIONAL SPV LLC_2024_Items1-23.pdf,RAINBOW INTERNATIONAL SPV LLC_2024.pdf,RAINBOW INTERNATIONAL SPV LLC_2024
RAKKAN_USA_Franchise_LLC_RAKKAN_Ramen_2024_Items1-23.pdf,.pdf,9/2/2024 0:47,8/29/2024 21:37,8/29/2024 21:37,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,RAKKAN_USA_Franchise_LLC_RAKKAN_Ramen_2024.pdf,"RAKKAN USA Franchise, LLC",2024,RAKKAN_2024,"RAKKAN USA FRANCHISE, LLC","RAKKAN USA FRANCHISE, LLC_2024_Items1-23.pdf","RAKKAN USA FRANCHISE, LLC_2024.pdf","RAKKAN USA FRANCHISE, LLC_2024"
RAMADA_WORLDWIDE_INC_Ramada_Ramada_Plaza_Hotel_2024_Items1-23.pdf,.pdf,9/2/2024 0:48,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,RAMADA_WORLDWIDE_INC_Ramada_Ramada_Plaza_Hotel_2024.pdf,RAMADA WORLDWIDE INC,2024,RAMADA_2024,RAMADA WORLDWIDE INC,RAMADA WORLDWIDE INC_2024_Items1-23.pdf,RAMADA WORLDWIDE INC_2024.pdf,RAMADA WORLDWIDE INC_2024
Ram_Jack_Systems_Distribution_LLC_Ram_Jack_2024_Items1-23.pdf,.pdf,9/2/2024 0:53,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Ram_Jack_Systems_Distribution_LLC_Ram_Jack_2024.pdf,"Ram Jack Systems Distribution, LLC",2024,Ram_2024,"RAM JACK SYSTEMS DISTRIBUTION, LLC","RAM JACK SYSTEMS DISTRIBUTION, LLC_2024_Items1-23.pdf","RAM JACK SYSTEMS DISTRIBUTION, LLC_2024.pdf","RAM JACK SYSTEMS DISTRIBUTION, LLC_2024"
RealtyScape_Franchising_LLC_LakePlace_com;_LakePlace_com_Realty_2023_Items1-23.pdf,.pdf,9/2/2024 0:55,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,RealtyScape_Franchising_LLC_LakePlace_com;_LakePlace_com_Realty_2023.pdf,RealtyScape Franchising LLC,2023,RealtyScape_2023,REALTYSCAPE FRANCHISING LLC,REALTYSCAPE FRANCHISING LLC_2023_Items1-23.pdf,REALTYSCAPE FRANCHISING LLC_2023.pdf,REALTYSCAPE FRANCHISING LLC_2023
Realty_Executives_Intl_SVCS_LLC_Realty_Executives_2024_Items1-23.pdf,.pdf,9/2/2024 0:57,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Realty_Executives_Intl_SVCS_LLC_Realty_Executives_2024.pdf,Realty Executives Intl. SVCS. LLC,2024,0,REALTY EXECUTIVES INTL. SVCS. LLC,REALTY EXECUTIVES INTL. SVCS. LLC_2024_Items1-23.pdf,REALTY EXECUTIVES INTL. SVCS. LLC_2024.pdf,REALTY EXECUTIVES INTL. SVCS. LLC_2024
Realty_ONE_Group_Affiliates_Inc_Realty_ONE_Group_2024_Items1-23.pdf,.pdf,9/2/2024 1:04,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Realty_ONE_Group_Affiliates_Inc_Realty_ONE_Group_2024.pdf,"Realty ONE Group Affiliates, Inc.",2024,0,"REALTY ONE GROUP AFFILIATES, INC.","REALTY ONE GROUP AFFILIATES, INC._2024_Items1-23.pdf","REALTY ONE GROUP AFFILIATES, INC._2024.pdf","REALTY ONE GROUP AFFILIATES, INC._2024"
REALTY_WORLD_INC_Realty_World_2023_Items1-23.pdf,.pdf,9/2/2024 1:06,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,REALTY_WORLD_INC_Realty_World_2023.pdf,"REALTY WORLD, INC.",2023,REALTY_2023,"REALTY WORLD, INC.","REALTY WORLD, INC._2023_Items1-23.pdf","REALTY WORLD, INC._2023.pdf","REALTY WORLD, INC._2023"
Real_Deals_Inc_Real_Deals_on_Home_Decor_2024_Items1-23.pdf,.pdf,9/2/2024 1:09,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Real_Deals_Inc_Real_Deals_on_Home_Decor_2024.pdf,"Real Deals, Inc.",2024,0,"REAL DEALS, INC.","REAL DEALS, INC._2024_Items1-23.pdf","REAL DEALS, INC._2024.pdf","REAL DEALS, INC._2024"
Real_Property_Management_SPV_LLC_Real_Property_Management_2024_Items1-23.pdf,.pdf,9/2/2024 1:11,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Real_Property_Management_SPV_LLC_Real_Property_Management_2024.pdf,Real Property Management SPV LLC,2024,0,REAL PROPERTY MANAGEMENT SPV LLC,REAL PROPERTY MANAGEMENT SPV LLC_2024_Items1-23.pdf,REAL PROPERTY MANAGEMENT SPV LLC_2024.pdf,REAL PROPERTY MANAGEMENT SPV LLC_2024
Ream_Franchise_Group_LLC_Gameday_Men's_Health_2024_Items1-23.pdf,.pdf,9/2/2024 1:14,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Ream_Franchise_Group_LLC_Gameday_Men's_Health_2024.pdf,"Ream Franchise Group, LLC",2024,Ream_2024,"REAM FRANCHISE GROUP, LLC","REAM FRANCHISE GROUP, LLC_2024_Items1-23.pdf","REAM FRANCHISE GROUP, LLC_2024.pdf","REAM FRANCHISE GROUP, LLC_2024"
ReBath_LLC_ReBath_2024_Items1-23.pdf,.pdf,9/2/2024 1:17,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,ReBath_LLC_ReBath_2024.pdf,"ReBath, LLC",2024,ReBath_2024,"REBATH, LLC","REBATH, LLC_2024_Items1-23.pdf","REBATH, LLC_2024.pdf","REBATH, LLC_2024"
Recipe_Unlimited_US_LLC_New_York_Fries_2024_Items1-23.pdf,.pdf,9/2/2024 1:20,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Recipe_Unlimited_US_LLC_New_York_Fries_2024.pdf,"Recipe Unlimited US, LLC",2024,Recipe_2024,"RECIPE UNLIMITED US, LLC","RECIPE UNLIMITED US, LLC_2024_Items1-23.pdf","RECIPE UNLIMITED US, LLC_2024.pdf","RECIPE UNLIMITED US, LLC_2024"
RedBox+_International_LLC_redbox+_2024_Items1-23.pdf,.pdf,9/2/2024 1:23,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,RedBox+_International_LLC_redbox+_2024.pdf,"RedBox+ International, LLC",2024,RedBox+_2024,"REDBOX+ INTERNATIONAL, LLC","REDBOX+ INTERNATIONAL, LLC_2024_Items1-23.pdf","REDBOX+ INTERNATIONAL, LLC_2024.pdf","REDBOX+ INTERNATIONAL, LLC_2024"
RedLine_Athletics_Franchising_LLC_RedLine_Athletics_(Regional_Developer)_2024_Items1-23.pdf,.pdf,9/2/2024 1:26,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,RedLine_Athletics_Franchising_LLC_RedLine_Athletics_(Regional_Developer)_2024.pdf,"RedLine Athletics Franchising, LLC",2024,RedLine_2024,"REDLINE ATHLETICS FRANCHISING, LLC","REDLINE ATHLETICS FRANCHISING, LLC_2024_Items1-23.pdf","REDLINE ATHLETICS FRANCHISING, LLC_2024.pdf","REDLINE ATHLETICS FRANCHISING, LLC_2024"
Red_Barn_Homebuyers_LLC_Red_Barn_2024_Items1-23.pdf,.pdf,9/2/2024 1:27,8/29/2024 21:38,8/29/2024 21:38,C:\Users\Miller\OneDrive - franchiseportal.io\WISCONSINFDDs\Items\,Red_Barn_Homebuyers_LLC_Red_Barn_2024.pdf,"Red Barn Homebuyers, LLC",2024,0,"RED BARN HOMEBUYERS, LLC","RED BARN HOMEBUYERS, LLC_2024_Items1-23.pdf","RED BARN HOMEBUYERS, LLC_2024.pdf","RED BARN HOMEBUYERS, LLC_2024"
